@relation mathplacement2017

@attribute accepted_date string
@attribute accepted_month {Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec }
@attribute placement_year { 2017,  2018, 2019, 2020 }
@attribute placement_semester { TRSUMMER, SUMMER, FALL, SPRING}
@attribute unscaled_score {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}
@attribute scaled_score numeric
@attribute recommended_course { MATH112, MATH115, MATH116, MATH117, MATH120, MATH209 }
@attribute course_taken { MATH112, MATH115, MATH116, MATH117, MATH120, MATH209 }
@attribute took_rec_course {true, false}
@attribute teacher_id { P100021964, P100003100, P002014415, P100003700, P008616066, P093001886, P089009198, P107131684, P089003876, P10713684, P02014415, P08616066, P107132779, P107180113, P107180114, P107266174, P107266245, P107265286, P107265287, P107265288}
@attribute midtermgrade {pass, fail, W, I, ER}
@attribute finalgrade {pass, fail, W, I, ER}


@data
2018-07-26,Jul,2018,FALL,32,1715,MATH120,MATH209,false,P100003700,pass,pass
2018-07-17,Jul,2018,FALL,24,1113,MATH120,MATH209,false,P100003700,fail,pass
2018-07-18,Jul,2018,FALL,29,1712,MATH120,MATH209,false,P100003700,fail,pass
2018-07-19,Jul,2018,FALL,31,1813,MATH120,MATH209,false,P100003700,pass,pass
2018-07-17,Jul,2018,FALL,21,912,MATH120,MATH209,false,P100003700,pass,pass
2018-07-17,Jul,2018,FALL,29,1316,MATH120,MATH209,false,P100003700,pass,pass
2018-08-07,Aug,2018,FALL,21,912,MATH120,MATH209,false,P100003700,fail,pass
2018-07-19,Jul,2018,FALL,27,1413,MATH120,MATH209,false,P100003700,pass,pass
2018-07-17,Jul,2018,FALL,20,812,MATH120,MATH209,false,P100003700,fail,W
2018-07-19,Jul,2018,FALL,31,1615,MATH120,MATH209,false,P100003700,pass,pass
2018-07-18,Jul,2018,FALL,29,1613,MATH120,MATH209,false,P100003700,pass,pass
2018-08-20,Aug,2018,FALL,27,1512,MATH120,MATH209,false,P100003700,pass,pass
2018-07-18,Jul,2018,FALL,27,1413,MATH120,MATH209,false,P100003700,pass,pass
2018-07-18,Jul,2018,FALL,24,915,MATH120,MATH209,false,P100003700,fail,fail
2018-07-16,Jul,2018,FALL,20,911,MATH120,MATH209,false,P100003700,fail,fail
2018-07-17,Jul,2018,FALL,33,1815,MATH120,MATH209,false,P100003700,pass,pass
2018-07-18,Jul,2018,FALL,36,2016,MATH120,MATH209,false,P100003700,pass,pass
2018-08-01,Aug,2018,FALL,23,815,MATH120,MATH209,false,P107265288,pass,pass
2018-07-19,Jul,2018,FALL,25,1213,MATH120,MATH209,false,P107265288,fail,pass
2018-07-19,Jul,2018,FALL,23,914,MATH120,MATH209,false,P107265288,pass,pass
2018-07-19,Jul,2018,FALL,24,1113,MATH120,MATH209,false,P107265288,fail,W
2018-07-17,Jul,2018,FALL,31,1516,MATH120,MATH209,false,P107265288,pass,pass
2018-07-30,Jul,2018,FALL,21,813,MATH120,MATH209,false,P107265288,pass,pass
2018-08-07,Aug,2018,FALL,19,811,MATH120,MATH209,false,P107265288,pass,fail
2018-07-19,Jul,2018,FALL,25,1213,MATH120,MATH209,false,P107265288,pass,pass
2018-08-06,Aug,2018,FALL,28,1216,MATH120,MATH209,false,P107265288,pass,fail
2018-07-16,Jul,2018,FALL,32,1715,MATH120,MATH209,false,P107265288,pass,pass
2018-07-20,Jul,2018,FALL,20,812,MATH120,MATH209,false,P107265288,pass,fail
2018-08-08,Aug,2018,FALL,36,2016,MATH120,MATH209,false,P107265288,pass,pass
2018-07-18,Jul,2018,FALL,19,811,MATH120,MATH209,false,P107265288,pass,fail
2018-07-18,Jul,2018,FALL,27,1215,MATH120,MATH209,false,P107265288,pass,pass
2018-07-18,Jul,2018,FALL,28,1216,MATH120,MATH209,false,P107265288,fail,fail
2018-07-17,Jul,2018,FALL,35,1916,MATH120,MATH209,false,P107265288,pass,pass
2018-07-18,Jul,2018,FALL,23,815,MATH120,MATH209,false,P107265288,pass,pass
2018-07-20,Jul,2018,FALL,21,912,MATH120,MATH209,false,P107265288,fail,fail
2018-08-21,Aug,2018,FALL,28,1414,MATH120,MATH209,false,P107265288,pass,pass
2018-07-18,Jul,2018,FALL,25,1114,MATH120,MATH209,false,P107265288,pass,pass
2018-07-16,Jul,2018,FALL,33,1815,MATH120,MATH209,false,P107265288,pass,pass
2018-07-20,Jul,2018,FALL,25,1015,MATH120,MATH209,false,P107265288,pass,pass
2018-08-07,Aug,2018,FALL,26,1214,MATH120,MATH209,false,P107265288,pass,pass
2018-07-17,Jul,2018,FALL,25,1114,MATH120,MATH209,false,P107265288,fail,W
2018-07-16,Jul,2018,FALL,29,1415,MATH120,MATH209,false,P107265288,pass,pass
2018-07-16,Jul,2018,FALL,27,1314,MATH120,MATH209,false,P107265288,pass,fail
2018-07-17,Jul,2018,FALL,19,811,MATH120,MATH209,false,P107265288,pass,pass
2018-07-31,Jul,2018,FALL,33,1716,MATH120,MATH209,false,P107265288,pass,fail
2018-07-20,Jul,2018,FALL,22,1210,MATH120,MATH209,false,P107265288,pass,pass
2018-07-12,Jul,2018,FALL,20,911,MATH120,MATH209,false,P107265288,pass,pass
2018-07-20,Jul,2018,FALL,31,1615,MATH120,MATH209,false,P107265288,fail,fail
2017-11-09,Nov,2018,SPRING,32,1616,MATH120,MATH209,false,P100003700,pass,pass

















































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































